item_id,pilar,tipo,texto,empresa_id,empresa_nome,setor,porte,regiao,maturidade_ia,cobertura,cobertura_score,roadmap,decisao,resposta,comentario
1.4,1,Expectativa,Controle de acesso baseado em funções para pessoas e agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Controle de acesso baseado em funções para pessoas e agentes». No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
1.5,1,Expectativa,Cache de memória e reutilização de contexto entre interações,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Cache de memória e reutilização de contexto entre interações». No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
1.A1,1,Avançado,Knowledge graph e mecanismo de contexto corporativo,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Knowledge graph e mecanismo de contexto corporativo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
1.A2,1,Avançado,Taxonomias e ontologias por indústria/domínio,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Híbrido,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Taxonomias e ontologias por indústria/domínio» (gap típico do posicionamento atual). No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
1.A3,1,Avançado,"Melhoria automática de qualidade, consistência e enriquecimento",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Melhoria automática de qualidade, consistência e enriquecimento» (gap típico do posicionamento atual). No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
1.A4,1,Avançado,Memória persistente e compartilhamento de contexto entre agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Memória persistente e compartilhamento de contexto entre agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
1.A5,1,Avançado,Enriquecimento dos agentes com conhecimento corporativo e domínio,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Enriquecimento dos agentes com conhecimento corporativo e domínio» (gap típico do posicionamento atual). No pilar, CMDB/ITSM como contexto; OT via integrações. Roadmap «—» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.1,2,Expectativa,Agent Studio com interface em linguagem natural,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Agent Studio com interface em linguagem natural». No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.2,2,Expectativa,Suporte low-code e code-first,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Backlog,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Suporte low-code e code-first». No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.3,2,Expectativa,Modelos reutilizáveis de agentes e fluxos de trabalho,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Modelos reutilizáveis de agentes e fluxos de trabalho». No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.4,2,Expectativa,Engenharia de prompts e configuração de instruções de sistema,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Engenharia de prompts e configuração de instruções de sistema», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.5,2,Expectativa,Raciocínio em múltiplas etapas e ciclos de execução,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Raciocínio em múltiplas etapas e ciclos de execução». No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.6,2,Expectativa,Independência de modelo via hub de LLMs,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Independência de modelo via hub de LLMs». No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.A1,2,Avançado,"Combinação de LLMs com regras, algoritmos e componentes determinísticos",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Combinação de LLMs com regras, algoritmos e componentes determinísticos». No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.A2,2,Avançado,Integração com assistentes de desenvolvimento nativos ou de terceiros,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,—,Construir,,"Cobertura Parcial: há peças úteis para «Integração com assistentes de desenvolvimento nativos ou de terceiros», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.A3,2,Avançado,Lógica de negócio específica por processo/domínio,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Lógica de negócio específica por processo/domínio», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.A4,2,Avançado,"Frameworks avançados (consenso, agent-as-a-judge)",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Frameworks avançados (consenso, agent-as-a-judge)» (gap típico do posicionamento atual). No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «—» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
2.A5,2,Avançado,"Otimização automática de seleção, execução e desempenho dos modelos",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Otimização automática de seleção, execução e desempenho dos modelos» (gap típico do posicionamento atual). No pilar, Now Assist / AI Agents no workflow Now Platform. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.1,3,Expectativa,Ambiente sandbox para testes controlados,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Ambiente sandbox para testes controlados», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, workflow approvals nativos. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.2,3,Expectativa,Human-in-the-Loop,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Backlog,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Human-in-the-Loop». No pilar, workflow approvals nativos. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.3,3,Expectativa,KPIs específicos por agente/caso de uso,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Comprar,,"Cobertura Parcial: há peças úteis para «KPIs específicos por agente/caso de uso», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, workflow approvals nativos. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.4,3,Expectativa,Avaliação e pontuação contínua dos resultados,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Avaliação e pontuação contínua dos resultados», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, workflow approvals nativos. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.5,3,Expectativa,Monitoramento em produção e refinamento contínuo,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Monitoramento em produção e refinamento contínuo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, workflow approvals nativos. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.A1,3,Avançado,"Testes baseados em personas, casos de uso e intenções",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Testes baseados em personas, casos de uso e intenções» (gap típico do posicionamento atual). No pilar, workflow approvals nativos. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.A2,3,Avançado,Simulação de situações reais e testes de estresse,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Simulação de situações reais e testes de estresse» (gap típico do posicionamento atual). No pilar, workflow approvals nativos. Roadmap «—» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.A3,3,Avançado,LLM-as-a-judge,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «LLM-as-a-judge» (gap típico do posicionamento atual). No pilar, workflow approvals nativos. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.A4,3,Avançado,Comparação champion/challenger,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Comparação champion/challenger» (gap típico do posicionamento atual). No pilar, workflow approvals nativos. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
3.A5,3,Avançado,Implantação gradual (recomendação → copiloto → automação → autonomia),e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Implantação gradual (recomendação → copiloto → automação → autonomia)» (gap típico do posicionamento atual). No pilar, workflow approvals nativos. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.1,4,Expectativa,"Implantação cloud, edge, local ou híbrida",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Implantação cloud, edge, local ou híbrida», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.2,4,Expectativa,Conectores/padrões para integrar agentes aos sistemas corporativos,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Conectores/padrões para integrar agentes aos sistemas corporativos». No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.3,4,Expectativa,Governança consistente independente do ambiente de execução,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Governança consistente independente do ambiente de execução». No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.4,4,Expectativa,"Integração com APIs, sistemas de registro e fluxos existentes",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Integração com APIs, sistemas de registro e fluxos existentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.5,4,Expectativa,"Gestão de versões, ambientes e configurações",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Gestão de versões, ambientes e configurações». No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.A1,4,Avançado,Integração nativa com plataformas externas de agentes/dev,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração nativa com plataformas externas de agentes/dev». No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.A2,4,Avançado,Incorporação direta dos agentes aos processos corporativos,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Incorporação direta dos agentes aos processos corporativos». No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.A3,4,Avançado,Monitoramento contínuo das aplicações em produção,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Monitoramento contínuo das aplicações em produção» (gap típico do posicionamento atual). No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.A4,4,Avançado,Alertas de degradação e model drift,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Alertas de degradação e model drift». No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
4.A5,4,Avançado,Diagnóstico de causa raiz para falhas agentic,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Diagnóstico de causa raiz para falhas agentic», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Performance Analytics; evals agentic emergentes. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.1,5,Expectativa,Orquestrador baseado em LLM capaz de decompor tarefas,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Orquestrador baseado em LLM capaz de decompor tarefas». No pilar, controles enterprise ServiceNow. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.2,5,Expectativa,Distribuição de carga e direcionamento de atividades,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Distribuição de carga e direcionamento de atividades». No pilar, controles enterprise ServiceNow. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.3,5,Expectativa,Coordenação entre múltiplos agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Híbrido,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Coordenação entre múltiplos agentes» (gap típico do posicionamento atual). No pilar, controles enterprise ServiceNow. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.4,5,Expectativa,Pontos de aprovação e controle humano,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Pontos de aprovação e controle humano», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, controles enterprise ServiceNow. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.5,5,Expectativa,Camada compartilhada de memória e contexto corporativo,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Camada compartilhada de memória e contexto corporativo». No pilar, controles enterprise ServiceNow. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.6,5,Expectativa,Roteamento e abstração entre diferentes LLMs,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Roteamento e abstração entre diferentes LLMs». No pilar, controles enterprise ServiceNow. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.A1,5,Avançado,"Orquestração de agentes, subagentes e sistemas de terceiros",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Orquestração de agentes, subagentes e sistemas de terceiros». No pilar, controles enterprise ServiceNow. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.A2,5,Avançado,Transferência de tarefas e contexto entre agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Backlog,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Transferência de tarefas e contexto entre agentes». No pilar, controles enterprise ServiceNow. Roadmap «Backlog» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.A3,5,Avançado,Memória persistente entre sessões,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Backlog,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Memória persistente entre sessões». No pilar, controles enterprise ServiceNow. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.A4,5,Avançado,Otimização proativa dos fluxos de trabalho,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Backlog,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Otimização proativa dos fluxos de trabalho». No pilar, controles enterprise ServiceNow. Roadmap «Backlog» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.A5,5,Avançado,Roteamento dinâmico de modelos e gestão de cargas,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Roteamento dinâmico de modelos e gestão de cargas». No pilar, controles enterprise ServiceNow. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
5.A6,5,Avançado,Redes dinâmicas de agentes conforme a necessidade,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Não tem,0,Backlog,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Redes dinâmicas de agentes conforme a necessidade» (gap típico do posicionamento atual). No pilar, controles enterprise ServiceNow. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.1,6,Expectativa,Plano de controle centralizado para agentes e aplicações,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Tem,1,Em curso,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Plano de controle centralizado para agentes e aplicações». No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.2,6,Expectativa,"Visibilidade sobre agentes, ferramentas, modelos e acessos",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Visibilidade sobre agentes, ferramentas, modelos e acessos», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.3,6,Expectativa,"Logs de auditoria, rastreabilidade e transparência",e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Logs de auditoria, rastreabilidade e transparência», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.4,6,Expectativa,RBAC para pessoas e agentes,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «RBAC para pessoas e agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
6.5,6,Expectativa,Pontuação de confiança para resultados e fluxos agentic,e09,ServiceNow AI Agents,Workflow / ITSM,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Pontuação de confiança para resultados e fluxos agentic», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, SaaS maduro para IT/ESM. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com ServiceNow AI Agents. Avaliação heurística com base em materiais públicos — validar em POC."
